IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.91.168,443,443,true,FRA,Europe,Frankfurt,275,5.28
34.118.25.207,443,443,true,FRA,Europe,Frankfurt,285,5.28
34.118.27.183,443,443,true,FRA,Europe,Frankfurt,392,5.27
34.154.118.156,443,443,true,FRA,Europe,Frankfurt,260,5.26
34.154.237.3,443,443,true,FRA,Europe,Frankfurt,258,5.25
34.32.237.155,443,443,true,FRA,Europe,Frankfurt,263,5.24
34.154.251.149,443,443,true,FRA,Europe,Frankfurt,252,5.24
34.116.156.226,443,443,true,FRA,Europe,Frankfurt,266,5.24
34.65.125.9,443,443,true,FRA,Europe,Frankfurt,252,5.24
34.118.20.201,443,443,true,FRA,Europe,Frankfurt,362,5.24
34.118.111.34,443,443,true,FRA,Europe,Frankfurt,266,5.23
34.90.240.8,443,443,true,FRA,Europe,Frankfurt,257,5.23
34.89.144.176,443,443,true,FRA,Europe,Frankfurt,299,5.23
34.118.64.153,443,443,true,FRA,Europe,Frankfurt,268,5.23
34.65.122.235,443,443,true,FRA,Europe,Frankfurt,252,5.23
34.65.52.113,443,443,true,FRA,Europe,Frankfurt,269,5.22
34.154.94.196,443,443,true,FRA,Europe,Frankfurt,265,5.21
34.118.15.29,443,443,true,FRA,Europe,Frankfurt,277,5.20
34.65.83.205,443,443,true,FRA,Europe,Frankfurt,250,5.20
34.154.143.140,443,443,true,FRA,Europe,Frankfurt,253,5.19
34.118.101.112,443,443,true,FRA,Europe,Frankfurt,274,5.19
34.65.193.70,443,443,true,FRA,Europe,Frankfurt,263,5.19
34.116.187.139,443,443,true,FRA,Europe,Frankfurt,269,5.18
34.89.153.165,443,443,true,FRA,Europe,Frankfurt,270,5.18
34.65.96.16,443,443,true,FRA,Europe,Frankfurt,258,5.16
34.65.223.113,443,443,true,FRA,Europe,Frankfurt,252,5.15
34.65.149.96,443,443,true,FRA,Europe,Frankfurt,279,5.15
34.118.99.171,443,443,true,FRA,Europe,Frankfurt,266,5.15
34.118.92.14,443,443,true,FRA,Europe,Frankfurt,270,5.14
34.116.245.40,443,443,true,FRA,Europe,Frankfurt,266,5.13
34.154.90.12,443,443,true,FRA,Europe,Frankfurt,260,5.13
34.65.255.99,443,443,true,FRA,Europe,Frankfurt,267,5.13
34.118.20.201,443,443,true,FRA,Europe,Frankfurt,286,5.12
34.118.75.84,443,443,true,FRA,Europe,Frankfurt,268,5.11
34.65.188.127,443,443,true,FRA,Europe,Frankfurt,257,5.10
34.91.151.106,443,443,true,FRA,Europe,Frankfurt,258,5.10
34.154.248.169,443,443,true,FRA,Europe,Frankfurt,253,5.10
34.118.103.198,443,443,true,FRA,Europe,Frankfurt,275,5.09
35.242.217.81,443,443,true,FRA,Europe,Frankfurt,299,5.08
34.116.181.67,443,443,true,FRA,Europe,Frankfurt,320,5.08
34.141.18.112,443,443,true,FRA,Europe,Frankfurt,249,5.08
34.154.22.205,443,443,true,FRA,Europe,Frankfurt,266,5.07
34.89.153.165,443,443,true,FRA,Europe,Frankfurt,262,5.05
34.65.78.72,443,443,true,FRA,Europe,Frankfurt,261,5.03
34.116.156.171,443,443,true,FRA,Europe,Frankfurt,272,5.03
34.118.77.33,443,443,true,FRA,Europe,Frankfurt,280,5.03
34.118.92.14,443,443,true,FRA,Europe,Frankfurt,273,5.02
34.116.140.74,443,443,true,FRA,Europe,Frankfurt,363,5.02
34.65.164.235,443,443,true,FRA,Europe,Frankfurt,263,5.01
34.65.110.150,443,443,true,FRA,Europe,Frankfurt,257,5.01
34.118.33.236,443,443,true,FRA,Europe,Frankfurt,331,5.01
34.118.14.224,443,443,true,FRA,Europe,Frankfurt,320,5.00
34.65.65.83,443,443,true,FRA,Europe,Frankfurt,253,5.00
34.116.141.115,443,443,true,FRA,Europe,Frankfurt,330,4.99
34.65.184.228,443,443,true,FRA,Europe,Frankfurt,253,4.99
34.116.140.74,443,443,true,FRA,Europe,Frankfurt,278,4.98
34.118.8.60,443,443,true,FRA,Europe,Frankfurt,301,4.96
34.118.52.240,443,443,true,FRA,Europe,Frankfurt,329,4.96
34.116.158.196,443,443,true,FRA,Europe,Frankfurt,331,4.96
34.118.6.46,443,443,true,FRA,Europe,Frankfurt,281,4.93
34.116.240.209,443,443,true,FRA,Europe,Frankfurt,344,4.93
34.118.45.183,443,443,true,FRA,Europe,Frankfurt,337,4.92
34.116.156.171,443,443,true,FRA,Europe,Frankfurt,385,4.92
34.65.180.14,443,443,true,FRA,Europe,Frankfurt,253,4.91
34.91.151.106,443,443,true,FRA,Europe,Frankfurt,267,4.90
34.116.228.105,443,443,true,FRA,Europe,Frankfurt,371,4.88
34.116.203.33,443,443,true,FRA,Europe,Frankfurt,278,4.87
34.65.208.58,443,443,true,FRA,Europe,Frankfurt,254,4.85
34.65.213.254,443,443,true,FRA,Europe,Frankfurt,251,4.85
34.116.203.60,443,443,true,FRA,Europe,Frankfurt,266,4.84
34.154.102.59,443,443,true,FRA,Europe,Frankfurt,268,4.84
34.118.54.237,443,443,true,FRA,Europe,Frankfurt,356,4.83
34.118.27.183,443,443,true,FRA,Europe,Frankfurt,266,4.82
34.116.248.223,443,443,true,FRA,Europe,Frankfurt,267,4.81
34.90.159.221,443,443,true,FRA,Europe,Frankfurt,258,4.81
34.118.88.129,443,443,true,FRA,Europe,Frankfurt,266,4.79
34.118.3.82,443,443,true,FRA,Europe,Frankfurt,336,4.76
34.116.200.243,443,443,true,FRA,Europe,Frankfurt,269,4.76
34.118.91.168,443,443,true,FRA,Europe,Frankfurt,274,4.75
34.118.116.97,443,443,true,FRA,Europe,Frankfurt,285,4.73
34.65.206.96,443,443,true,FRA,Europe,Frankfurt,310,4.73
34.107.124.144,443,443,true,FRA,Europe,Frankfurt,294,4.71
34.116.228.105,443,443,true,FRA,Europe,Frankfurt,269,4.71
34.118.21.109,443,443,true,FRA,Europe,Frankfurt,271,4.71
34.116.203.33,443,443,true,FRA,Europe,Frankfurt,386,4.70
34.118.14.224,443,443,true,FRA,Europe,Frankfurt,285,4.70
34.65.118.112,443,443,true,FRA,Europe,Frankfurt,250,4.69
34.154.64.94,443,443,true,FRA,Europe,Frankfurt,257,4.69
34.65.59.245,443,443,true,FRA,Europe,Frankfurt,251,4.67
34.116.214.43,443,443,true,FRA,Europe,Frankfurt,267,4.67
34.118.54.237,443,443,true,FRA,Europe,Frankfurt,284,4.66
34.118.117.182,443,443,true,FRA,Europe,Frankfurt,276,4.64
34.118.77.33,443,443,true,FRA,Europe,Frankfurt,272,4.64
34.116.222.44,443,443,true,FRA,Europe,Frankfurt,368,4.61
34.116.200.243,443,443,true,FRA,Europe,Frankfurt,332,4.57
34.65.169.80,443,443,true,FRA,Europe,Frankfurt,295,4.50
34.118.45.183,443,443,true,FRA,Europe,Frankfurt,279,4.48
34.116.206.140,443,443,true,FRA,Europe,Frankfurt,346,4.47
34.65.59.245,443,443,true,FRA,Europe,Frankfurt,262,4.41
34.65.122.235,443,443,true,FRA,Europe,Frankfurt,250,4.40
34.116.249.141,443,443,true,FRA,Europe,Frankfurt,270,4.38
34.65.164.235,443,443,true,FRA,Europe,Frankfurt,249,4.32
34.65.222.113,443,443,true,FRA,Europe,Frankfurt,252,3.97
34.65.85.125,443,443,true,FRA,Europe,Frankfurt,307,3.91
34.154.180.220,443,443,true,FRA,Europe,Frankfurt,294,3.85
34.65.114.161,443,443,true,FRA,Europe,Frankfurt,300,3.79
34.118.117.182,443,443,true,FRA,Europe,Frankfurt,267,3.72
34.118.61.214,443,443,true,FRA,Europe,Frankfurt,313,3.71
34.105.189.25,443,443,true,LHR,Europe,London,221,3.67
35.234.70.163,443,443,true,FRA,Europe,Frankfurt,284,3.23
34.118.126.123,443,443,true,FRA,Europe,Frankfurt,314,3.14
34.90.182.66,443,443,true,FRA,Europe,Frankfurt,305,2.90
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,213,2.47
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,199,2.46
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,199,2.45
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,199,2.44
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,209,2.44
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,209,2.42
34.175.244.157,2095,80,false,MAD,Europe,Madrid,190,2.31
34.91.91.214,443,443,true,FRA,Europe,Frankfurt,302,2.30
34.175.161.245,2052,80,false,MAD,Europe,Madrid,192,2.28
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,197,2.25
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,198,2.25
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,198,2.25
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,208,2.24
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,198,2.23
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,198,2.23
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,198,2.23
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,218,2.22
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,198,2.22
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,208,2.21
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,198,2.21
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,209,2.21
34.175.244.157,2096,80,false,MAD,Europe,Madrid,189,2.13
34.175.161.245,2095,80,false,MAD,Europe,Madrid,190,2.13
34.175.244.157,2053,80,false,MAD,Europe,Madrid,197,2.13
34.175.161.245,2096,80,false,MAD,Europe,Madrid,197,2.12
34.175.244.157,2082,80,false,MAD,Europe,Madrid,197,2.11
34.175.161.245,2083,80,false,MAD,Europe,Madrid,189,2.11
34.175.168.99,2083,80,false,MAD,Europe,Madrid,199,2.11
34.175.161.245,2082,80,false,MAD,Europe,Madrid,197,2.11
34.175.244.157,2087,80,false,MAD,Europe,Madrid,198,2.10
34.175.244.157,2083,80,false,MAD,Europe,Madrid,189,2.09
34.175.161.245,2053,80,false,MAD,Europe,Madrid,196,2.09
34.175.161.245,2087,80,false,MAD,Europe,Madrid,190,2.09
34.175.244.157,2052,80,false,MAD,Europe,Madrid,190,2.09
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,48,2.08
34.175.244.157,2086,80,false,MAD,Europe,Madrid,190,2.08
34.175.168.99,2087,80,false,MAD,Europe,Madrid,193,2.07
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,198,2.06
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,198,2.06
34.141.248.249,2095,80,false,AMS,Europe,Amsterdam,199,2.05
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,201,2.05
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,209,2.04
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,211,2.03
34.175.161.245,2086,80,false,MAD,Europe,Madrid,190,2.02
34.175.168.99,2082,80,false,MAD,Europe,Madrid,191,2.02
34.90.106.181,443,443,true,FRA,Europe,Frankfurt,310,1.98
35.187.41.171,2083,80,false,CDG,Europe,Paris,196,1.95
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,198,1.94
35.187.41.171,2087,80,false,CDG,Europe,Paris,195,1.94
34.118.121.235,443,443,true,FRA,Europe,Frankfurt,324,1.73
34.145.66.39,8080,8080,false,MAA,Asia Pacific,Chennai,418,1.69
34.65.202.52,443,443,true,FRA,Europe,Frankfurt,297,1.50
34.32.255.76,443,443,true,FRA,Europe,Frankfurt,303,0.80
34.154.19.251,443,443,true,FRA,Europe,Frankfurt,299,0.80
34.65.92.134,443,443,true,FRA,Europe,Frankfurt,297,0.77
34.116.165.236,443,443,true,FRA,Europe,Frankfurt,314,0.68
34.118.51.242,443,443,true,FRA,Europe,Frankfurt,381,0.68
34.91.149.210,443,443,true,FRA,Europe,Frankfurt,308,0.65
34.65.249.244,443,443,true,FRA,Europe,Frankfurt,264,0.63
34.65.99.191,443,443,true,FRA,Europe,Frankfurt,304,0.58
34.116.151.212,443,443,true,FRA,Europe,Frankfurt,320,0.58
34.154.54.15,443,443,true,FRA,Europe,Frankfurt,293,0.56
34.91.18.119,443,443,true,FRA,Europe,Frankfurt,292,0.55
34.65.235.165,443,443,true,FRA,Europe,Frankfurt,306,0.52
34.91.86.86,443,443,true,FRA,Europe,Frankfurt,306,0.51
34.65.205.125,443,443,true,FRA,Europe,Frankfurt,296,0.50
34.65.154.70,443,443,true,FRA,Europe,Frankfurt,264,0.48
34.150.204.249,443,443,true,IAD,North America,Ashburn,237,0.39
34.85.181.206,443,443,true,IAD,North America,Ashburn,276,0.39
34.65.202.52,443,443,true,FRA,Europe,Frankfurt,308,0.39
34.118.43.13,443,443,true,FRA,Europe,Frankfurt,325,0.39
34.150.204.249,443,443,true,IAD,North America,Ashburn,305,0.38
34.118.51.188,443,443,true,FRA,Europe,Frankfurt,313,0.37
34.118.126.123,443,443,true,FRA,Europe,Frankfurt,316,0.37
34.85.181.206,443,443,true,IAD,North America,Ashburn,210,0.36
35.230.174.208,443,443,true,IAD,North America,Ashburn,250,0.36
34.85.181.206,443,443,true,IAD,North America,Ashburn,225,0.36
34.85.181.206,443,443,true,IAD,North America,Ashburn,245,0.36
34.118.75.245,443,443,true,FRA,Europe,Frankfurt,312,0.30
34.65.99.191,443,443,true,FRA,Europe,Frankfurt,307,0.30
34.90.7.3,443,443,true,FRA,Europe,Frankfurt,298,0.29
34.154.58.97,443,443,true,FRA,Europe,Frankfurt,296,0.27
34.65.113.146,443,443,true,FRA,Europe,Frankfurt,290,0.27
34.89.144.176,443,443,true,FRA,Europe,Frankfurt,313,0.27
34.65.189.218,443,443,true,FRA,Europe,Frankfurt,309,0.26
34.90.7.3,443,443,true,FRA,Europe,Frankfurt,301,0.26
34.118.61.214,443,443,true,FRA,Europe,Frankfurt,329,0.25
34.91.149.210,443,443,true,FRA,Europe,Frankfurt,304,0.25
34.116.219.56,443,443,true,FRA,Europe,Frankfurt,313,0.25
34.116.240.195,443,443,true,FRA,Europe,Frankfurt,345,0.24
34.159.30.28,443,443,true,FRA,Europe,Frankfurt,342,0.24
34.107.105.77,443,443,true,FRA,Europe,Frankfurt,388,0.21
34.65.235.165,443,443,true,FRA,Europe,Frankfurt,298,0.21
34.118.1.28,443,443,true,FRA,Europe,Frankfurt,406,0.19
34.116.184.196,443,443,true,FRA,Europe,Frankfurt,320,0.18
34.116.219.165,443,443,true,FRA,Europe,Frankfurt,368,0.18
34.118.43.13,443,443,true,FRA,Europe,Frankfurt,363,0.18
34.154.201.52,443,443,true,FRA,Europe,Frankfurt,317,0.17
34.65.189.218,443,443,true,FRA,Europe,Frankfurt,348,0.17
34.65.196.209,443,443,true,FRA,Europe,Frankfurt,297,0.17
34.65.249.244,443,443,true,FRA,Europe,Frankfurt,287,0.17
34.141.52.8,443,443,true,FRA,Europe,Frankfurt,303,0.16
34.65.235.165,443,443,true,FRA,Europe,Frankfurt,307,0.16
34.91.15.225,443,443,true,FRA,Europe,Frankfurt,268,0.16
34.90.159.105,443,443,true,FRA,Europe,Frankfurt,303,0.16
34.65.233.172,443,443,true,FRA,Europe,Frankfurt,300,0.16
34.154.187.9,443,443,true,FRA,Europe,Frankfurt,292,0.12
34.118.105.120,443,443,true,FRA,Europe,Frankfurt,313,0.12
34.116.167.231,443,443,true,FRA,Europe,Frankfurt,318,0.12
34.147.126.51,443,443,true,FRA,Europe,Frankfurt,306,0.11
34.118.68.152,443,443,true,FRA,Europe,Frankfurt,315,0.11
34.65.233.172,443,443,true,FRA,Europe,Frankfurt,306,0.11
34.91.86.86,443,443,true,FRA,Europe,Frankfurt,302,0.11
34.65.154.70,443,443,true,FRA,Europe,Frankfurt,312,0.11
34.118.51.242,443,443,true,FRA,Europe,Frankfurt,300,0.10
34.91.171.198,443,443,true,FRA,Europe,Frankfurt,316,0.10
34.118.70.217,443,443,true,FRA,Europe,Frankfurt,300,0.09
34.116.219.56,443,443,true,FRA,Europe,Frankfurt,451,0.09
34.90.182.66,443,443,true,FRA,Europe,Frankfurt,309,0.09
34.65.196.209,443,443,true,FRA,Europe,Frankfurt,330,0.09
34.65.16.137,443,443,true,FRA,Europe,Frankfurt,297,0.09
34.65.226.145,443,443,true,FRA,Europe,Frankfurt,284,0.09
34.65.252.157,443,443,true,FRA,Europe,Frankfurt,297,0.09
34.90.82.108,443,443,true,FRA,Europe,Frankfurt,239,0.08
34.118.76.188,443,443,true,FRA,Europe,Frankfurt,342,0.07
34.65.169.80,443,443,true,FRA,Europe,Frankfurt,301,0.07
34.91.171.198,443,443,true,FRA,Europe,Frankfurt,299,0.07
34.65.16.137,443,443,true,FRA,Europe,Frankfurt,282,0.06
34.147.63.145,443,443,true,FRA,Europe,Frankfurt,298,0.06
35.246.136.163,443,443,true,FRA,Europe,Frankfurt,316,0.06
34.118.121.235,443,443,true,FRA,Europe,Frankfurt,312,0.06
34.65.154.70,443,443,true,FRA,Europe,Frankfurt,293,0.06
34.65.27.255,443,443,true,FRA,Europe,Frankfurt,292,0.06
34.65.161.128,443,443,true,FRA,Europe,Frankfurt,311,0.06
34.90.159.105,443,443,true,FRA,Europe,Frankfurt,288,0.05
34.89.144.176,443,443,true,FRA,Europe,Frankfurt,294,0.05
34.90.82.108,443,443,true,FRA,Europe,Frankfurt,304,0.05
130.41.109.158,8080,80,false,IAD,North America,Ashburn,228,0.05
34.116.249.57,443,443,true,FRA,Europe,Frankfurt,314,0.05
34.91.15.225,443,443,true,FRA,Europe,Frankfurt,322,0.04
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,315,0.04
34.91.91.214,443,443,true,FRA,Europe,Frankfurt,298,0.04
34.159.240.161,443,443,true,FRA,Europe,Frankfurt,311,0.04
34.65.92.134,443,443,true,FRA,Europe,Frankfurt,292,0.04
34.65.205.125,443,443,true,FRA,Europe,Frankfurt,285,0.04
34.159.33.181,443,443,true,FRA,Europe,Frankfurt,350,0.04
34.107.125.78,443,443,true,FRA,Europe,Frankfurt,341,0.03
34.65.206.96,443,443,true,FRA,Europe,Frankfurt,302,0.03
35.242.225.101,443,443,true,FRA,Europe,Frankfurt,341,0.03
34.147.62.73,443,443,true,FRA,Europe,Frankfurt,316,0.03
34.65.113.146,443,443,true,FRA,Europe,Frankfurt,283,0.03
34.65.202.52,443,443,true,FRA,Europe,Frankfurt,277,0.03
35.204.211.243,443,443,true,FRA,Europe,Frankfurt,307,0.03
34.65.205.125,443,443,true,FRA,Europe,Frankfurt,306,0.02
35.204.93.142,443,443,true,FRA,Europe,Frankfurt,304,0.02
34.90.82.108,443,443,true,FRA,Europe,Frankfurt,312,0.01
34.65.203.182,443,443,true,FRA,Europe,Frankfurt,297,0.00
34.147.63.145,443,443,true,FRA,Europe,Frankfurt,346,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,2,0.00
34.93.0.149,443,443,true,BOM,Asia Pacific,Mumbai,62,0.00
34.22.100.72,443,443,true,ICN,Asia Pacific,Seoul,79,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,156,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,156,0.00
34.168.152.133,443,80,false,SEA,North America,Seattle,156,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,157,0.00
34.168.152.133,80,80,false,SEA,North America,Seattle,157,0.00
34.105.83.91,80,80,false,SEA,North America,Seattle,158,0.00
34.105.83.91,80,80,false,SEA,North America,Seattle,159,0.00
34.145.145.76,443,443,true,IAD,North America,Ashburn,211,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,214,0.00
34.89.190.224,443,443,true,FRA,Europe,Frankfurt,257,0.00
34.141.11.35,443,443,true,FRA,Europe,Frankfurt,262,0.00
34.34.1.13,443,443,true,FRA,Europe,Frankfurt,263,0.00
35.228.77.188,8080,80,false,ARN,Europe,Stockholm,272,0.00
34.32.235.34,443,443,true,FRA,Europe,Frankfurt,275,0.00
35.204.24.165,443,443,true,FRA,Europe,Frankfurt,288,0.00
34.65.249.244,443,443,true,FRA,Europe,Frankfurt,291,0.00
34.65.92.134,443,443,true,FRA,Europe,Frankfurt,291,0.00
34.154.53.117,443,443,true,FRA,Europe,Frankfurt,295,0.00
34.65.92.134,443,443,true,FRA,Europe,Frankfurt,296,0.00
34.65.41.59,443,443,true,FRA,Europe,Frankfurt,297,0.00
34.65.114.161,443,443,true,FRA,Europe,Frankfurt,301,0.00
34.65.203.39,443,443,true,FRA,Europe,Frankfurt,301,0.00
34.65.85.125,443,443,true,FRA,Europe,Frankfurt,304,0.00
34.90.106.181,443,443,true,FRA,Europe,Frankfurt,310,0.00
34.147.126.51,443,443,true,FRA,Europe,Frankfurt,311,0.00
34.91.91.214,443,443,true,FRA,Europe,Frankfurt,317,0.00
34.107.123.239,443,443,true,FRA,Europe,Frankfurt,329,0.00
